"","group","n","r2","pval","Slope","Slope_lowCI","Slope_highCI","Int","Int_lowCI","Int_highCI","Slope_test","Slope_test_p","Elev_test","Elev_test_p"
"18","CE.FLAV",34,0.362999511479686,0.000162956235466805,1.73736687466014,1.28017982080659,2.35782786770106,-2.38122254691035,-3.35688278797487,-1.40556230584584,1,0.000586890534457707,NA,NA
"19","CH.SORD",71,0.69986816603239,0,1.27032345035444,1.14297148746724,1.41186520067645,-1.65069189852204,-1.96240804022987,-1.33897575681421,1,2.20925062076605e-05,NA,NA
"20","SC.FREN",50,0.418838986676479,3.80022366242017e-07,1.133302635772,0.912023123469746,1.40827006596217,-1.41938119213042,-2.02324628531607,-0.815516098944779,1,0.254946663281396,NA,NA
"21","SC.RUBR",10,0.993236980077047,5.73586511620761e-10,1.12300255232093,0.974707335480405,1.29385989682508,-1.35440104177025,-1.74990508397065,-0.958896999569853,1,0.0958966947390276,NA,NA
"22","CH.ORNA",73,0.0976730216281678,0.00710395877017822,2.31977754650857,1.72870502679596,3.11294742704562,-3.81832413807102,-5.2864383467804,-2.35020992936164,1,2.09490653713118e-08,NA,NA
"23","CA.MELA",12,0.986434229089277,1.13708376048294e-10,1.10129895823591,1.02736525362558,1.18055325613876,-1.08282452502002,-1.27950954901644,-0.886139501023608,1,0.0113262892397819,NA,NA
"24","AP.FURC",36,0.531931434527072,4.52143529061644e-07,0.744088367585314,0.59383901353896,0.932352853471546,-0.0327552246531995,-0.43621144506486,0.370700995758461,1,0.0112812435298604,NA,NA
"25","LU.BOHA",45,0.854441091070475,0,0.913145728415227,0.822039909964107,1.01434870888371,-0.466380382043773,-0.691666929656402,-0.241093834431144,1,0.0885647845829329,NA,NA
"26","CE.ARGU",23,0.167001727259926,0.0528600667363484,0.904427633145849,0.642088966748611,1.27395016260739,-0.326357361979077,-1.07013370221185,0.4174189782537,1,0.555552297373584,NA,NA
"27","CE.UROD",39,0.766910321789512,2.93987056920741e-13,1.13840782697105,0.946477731483584,1.36925818474096,-0.879911107574835,-1.33356201670102,-0.426260198448649,1,0.164425221355019,NA,NA
"28","VA.LOUT",12,0.888422570723313,4.46912289975288e-06,0.842328902125613,0.601594557812521,1.17939560812525,-0.234322727583847,-0.984468165466855,0.515822710299162,1,0.288823727588234,NA,NA
"29","PA.ARCA",24,0.0472813370419536,0.307415985110446,0.716162807895095,0.45838299079249,1.11890968407327,-0.14843135224842,-0.74807983605299,0.45121713155615,1,0.140419005101088,NA,NA
"30","MO.GRAN",66,0.387687555186461,2.37794002266867e-08,1.34333261349308,1.05526233626858,1.71004161567543,-1.60457519598453,-2.35782572863118,-0.851324663337881,1,0.0168314005811651,NA,NA
"31","PA.INSU",29,0.685480596696093,2.99119453650576e-08,0.952472414712882,0.738201504555249,1.22893775641322,-0.688848361467055,-1.24750949561624,-0.130187227317872,1,0.701063373062231,NA,NA
"32","CA.TERE",23,0.424842785404349,0.000752514701858775,1.2303734259094,0.758952207354927,1.99461672620988,-1.52456678770353,-2.96811299713765,-0.0810205782693993,1,0.396945335702759,NA,NA
"33","PT.TILE",34,0.802698822919781,8.18012324543815e-13,1.44071108266553,1.24646056681803,1.66523392634393,-1.9743170938454,-2.39862310634905,-1.55001108134176,1,1.0117939293508e-05,NA,NA
"34","CH.VAND",63,0.144674440088516,0.00210475230649787,1.93860329336157,1.57330287254529,2.38872171062164,-2.53998116328523,-3.15267304214802,-1.92728928442245,1,5.89105897397246e-09,NA,NA
"35","PS.BART",8,0.565487488636698,0.0313955199495082,2.21040215165006,1.08596404172481,4.49911551791264,-3.07467582441541,-6.00665677869589,-0.142694870134933,1,0.0317524597344662,NA,NA
"36","PS.DISP",10,0.780707327130109,0.000696849055390913,1.08514011620223,0.785291260279897,1.49948067850861,-0.98867633938863,-1.59417461080837,-0.383178067968892,1,0.582250119376288,NA,NA
